scene,patch_cal,SAR_Longitude,SAR_Latitude,SAR_Start_Time,SAR_End_Time,Detection_Time,MMSI,Sog,Cog,True_Head,AIS_Longitude,AIS_Latitude,AIS_Length,AIS_Width,Ship_Type,Nav_Status,Draught,Gross_tonnage,Deadweight,category,has_ais,_orig_order,Pred_Lat,Pred_Lon,Kalman_Lat,Kalman_Lon,Kalman_Shift_m
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Other Type_x13256_y14663.tif,118,38.8,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,413363120,0.0,2.6100000000000003,,117.718216,38.756016,0,0,0,0,0,,,Other Type,True,2698,38.756016,117.718216,38.756016,117.718216,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Dredging_x13064_y15026.tif,122,31.3,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,413363180,0.01,20.619999999999997,269.0,121.77459,31.308502,135,27,33,1,88,13551.0,18514.0,Dredging,True,1333,31.308502043301168,121.77459001907005,31.30850200577349,121.77459000254268,0.0006859250683253302
S1A_IW_SLC__1SDV_20151129T095422_20151129T095449_008818_00C950_A7B3,Dredging_x40409_y10180.tif,122,31.2,11/29/2015 9:54,11/29/2015 9:54,11/29/2015 9:54,413363180,0.45999999999999996,30.689999999999998,304.0,122.110199,31.222099,135,27,33,3,73,13551.0,18514.0,Dredging,True,3545,31.308502041857796,121.77459001843437,31.245191126999856,122.02050394924748,8906.23056510175
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Dredging_x36295_y9398.tif,122,31.3,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413363180,0.13999999999999999,12.89,122.0,121.949677,31.268791,135,27,33,3,88,13551.0,18514.0,Dredging,True,5133,31.211515144542705,122.1513092474866,31.253458247518065,122.00365397368995,5406.410884274953
S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A,Cargo_x11317_y14688.tif,118,38.7,5/13/2016 22:12,5/13/2016 22:12,5/13/2016 22:12,413363270,0.0,29.3,300.0,117.937813,38.723202,0,7,70,1,300,2996.0,5300.0,Cargo,True,2129,38.723202,117.937813,38.723202,117.937813,0.0
S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA,Cargo_x7604_y13838.tif,118,38.9,1/2/2016 22:12,1/2/2016 22:12,1/2/2016 22:12,413363490,0.02,14.09,79.0,118.416077,38.906338,98,16,78,0,320,,,Cargo,True,362,38.906338,118.416077,38.906338,118.416077,0.0
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x10933_y14506.tif,118,38.9,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,413363540,0.01,1.78,317.0,118.02359,38.899273,96,15,70,0,380,,,Cargo,True,801,38.899273,118.02359,38.899273,118.02359,0.0
S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1,Cargo_x1888_y8105.tif,119,39.2,6/6/2016 22:12,6/6/2016 22:12,6/6/2016 22:12,413363630,0.02,3.38,126.0,119.147202,39.162426,149,21,70,1,480,,,Cargo,True,2397,39.16242609236917,119.14720200703594,39.16242601231589,119.14720200093812,0.0013718502230514837
S1A_IW_GRDH_1SDV_20160712T221240_20160712T221305_012121_012C5B_8569,Cargo_x2050_y4520.tif,119,39.1,7/12/2016 22:12,7/12/2016 22:13,7/12/2016 22:12,413363630,0.01,33.989999999999995,53.0,119.122963,39.134411,149,21,70,0,480,,,Cargo,True,2703,39.16242608929019,119.14720200680141,39.141898328986244,119.1294411309937,1002.6477146967317
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Tanker_x20476_y7019.tif,121,30.7,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413363710,0.0,27.810000000000002,90.0,121.426842,30.71286,113,17,82,1,520,4958.0,7308.0,Tanker,True,3886,30.71286,121.426842,30.71286,121.426842,0.0
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Tanker_x35243_y9653.tif,122,31.1,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,413363710,0.9,30.35,302.0,121.94091,31.125996,113,17,82,0,520,4958.0,7308.0,Tanker,True,4554,30.71286,121.426842,31.01558103340757,121.80351988864143,17943.344877156396
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Cargo_x40222_y4517.tif,122,30.5,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413363760,0.01,7.209999999999999,0.0,122.247002,30.5224,72,15,70,15,0,,,Cargo,True,3853,30.5224,122.247002,30.5224,122.247002,0.0
S1A_IW_SLC__1SDV_20150925T094621_20150925T094649_007870_00AF94_3E64,Cargo_x2478_y5992.tif,123,31.2,9/25/2015 9:46,9/25/2015 9:46,9/25/2015 9:46,413363850,0.03,34.019999999999996,40.0,122.583763,31.191277,189,31,70,1,620,28605.0,47154.0,Cargo,True,3206,31.191277,122.583763,31.191277,122.583763,0.0
S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2,Cargo_x1803_y11393.tif,119,39.0,1/14/2016 22:12,1/14/2016 22:12,1/14/2016 22:12,413363870,0.01,24.830000000000002,189.0,119.1278,39.031761,190,30,70,1,500,,,Cargo,True,442,39.031761,119.1278,39.031761,119.1278,0.0
S1A_IW_SLC__1SDV_20160324T102458_20160324T102528_010510_00F9BF_852E,Tanker_x19271_y5671.tif,115,22.3,3/24/2016 10:24,3/24/2016 10:25,3/24/2016 10:24,413363880,0.77,6.9799999999999995,74.0,114.909302,22.299601,133,19,80,0,49,,,Tanker,True,4407,22.299601,114.909302,22.299601,114.909302,0.0
S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1,Cargo_x1758_y9386.tif,119,39.0,6/6/2016 22:12,6/6/2016 22:12,6/6/2016 22:12,413363910,0.0,30.72,32.0,119.133759,39.044537,190,32,70,1,660,,,Cargo,True,2411,39.044537,119.133759,39.044537,119.133759,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x42323_y8334.tif,122,31.2,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413363910,0.82,30.28,307.0,122.195152,31.168415,190,32,70,0,660,,,Cargo,True,5163,39.044537,119.133759,33.273391926503336,121.37696233407571,246389.7625372635
S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44,Cargo_x1681_y9985.tif,119,39.2,3/26/2016 22:12,3/26/2016 22:12,3/26/2016 22:12,413364000,0.0,34.79,262.0,119.171318,39.155838,189,32,70,1,110,31568.0,54036.0,Cargo,True,1163,39.155838,119.171318,39.155838,119.171318,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x50572_y6390.tif,123,31.0,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413364020,0.97,9.4,95.0,122.537354,30.978184,113,19,70,0,68,4879.0,6820.0,Cargo,True,5365,30.978184,122.537354,30.978184,122.537354,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Other Type_x41789_y8777.tif,122,31.1,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413364210,0.9199999999999999,27.419999999999998,0.0,122.196899,31.054199,0,0,0,0,0,,,Other Type,True,3970,31.054199,122.196899,31.054199,122.196899,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Dredging_x40335_y8876.tif,122,31.1,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413364220,0.89,28.53,,122.139946,31.058598,58,12,33,8,50,,,Dredging,True,3960,31.058598,122.139946,31.058598,122.139946,0.0
S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1,Cargo_x1835_y8281.tif,119,39.1,6/6/2016 22:12,6/6/2016 22:12,6/6/2016 22:12,413364370,0.0,35.07,317.0,119.150063,39.145206,99,16,70,1,660,,,Cargo,True,2405,39.145206,119.150063,39.145206,119.150063,0.0
S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054,Cargo_x11212_y11875.tif,118,39.0,5/25/2016 22:12,5/25/2016 22:12,5/25/2016 22:12,413364550,0.01,6.85,,118.008774,38.974731,159,24,70,1,900,,,Cargo,True,2379,38.97473104593481,118.00877400709788,38.97473100612464,118.00877400094639,0.0006859260023897867
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Cargo_x40901_y10061.tif,122,31.2,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413364550,0.96,30.55,,122.132103,31.208464,159,24,70,0,900,,,Cargo,True,3796,38.97473104440365,118.00877400686129,33.284081027457546,121.03009970561995,252993.6449620339
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Cargo_x19592_y12565.tif,122,31.2,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,413364560,0.01,18.65,280.0,122.496941,31.189499,190,32,70,1,520,,,Cargo,True,1492,31.18949904383567,122.49694101729473,31.18949900584476,122.49694100230597,0.0006859254663561608
S1A_IW_GRDH_1SDV_20160407T221226_20160407T221251_010721_00FFEA_ADBD,Cargo_x9428_y13837.tif,118,38.9,4/7/2016 22:12,4/7/2016 22:12,4/7/2016 22:12,413364560,0.0,3.69,302.0,118.207893,38.935608,190,32,70,1,520,,,Cargo,True,1819,31.189499042374482,122.49694101671824,36.86537843448761,119.35418645658393,251205.5142968068
S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1,Cargo_x9663_y11956.tif,118,38.9,6/6/2016 22:12,6/6/2016 22:12,6/6/2016 22:12,413364560,0.01,26.65,348.0,118.181366,38.94231,190,32,70,1,520,,,Cargo,True,2493,39.884463254056236,117.68250851347797,39.19452452441273,118.04782179880853,30322.23833536258
S1A_IW_SLC__1SDV_20151020T102506_20151020T102536_008235_00B97C_35E5,Fishing_x16291_y6631.tif,115,22.7,10/20/2015 10:25,10/20/2015 10:25,10/20/2015 10:25,413364660,0.0,32.33,,114.705437,22.729017,98,16,30,0,280,,,Fishing,True,3448,22.729017,114.705437,22.729017,114.705437,0.0
S1A_IW_SLC__1SDV_20160523T102501_20160523T102531_011385_0114CC_3E73,Cargo_x47669_y7275.tif,116,22.7,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,413364730,0.8699999999999999,6.790000000000001,70.0,115.866478,22.671862,98,16,70,8,59,,,Cargo,True,5599,22.671862,115.866478,22.671862,115.866478,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x20153_y5570.tif,121,30.5,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413364830,0.6,11.25,,121.450562,30.53372,117,18,79,0,50,,,Cargo,True,3880,30.53372,121.450562,30.53372,121.450562,0.0
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Cargo_x39174_y5471.tif,122,30.6,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413365140,0.6799999999999999,20.81,,122.184265,30.632879,118,21,70,0,30,,,Cargo,True,3855,30.632879,122.184265,30.632879,122.184265,0.0
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Cargo_x7671_y13275.tif,118,38.8,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,413365710,1.08,30.419999999999998,302.0,118.380157,38.788914,97,16,70,0,41,,,Cargo,True,2656,38.788914,118.380157,38.788914,118.380157,0.0
S1A_IW_SLC__1SDV_20160525T221230_20160525T221257_011421_0115FD_E01E,Other Type_x30110_y8715.tif,118,39.0,5/25/2016 22:12,5/25/2016 22:12,5/25/2016 22:12,413366220,0.0,4.07,,117.896187,39.041931,0,0,0,0,0,,,Other Type,True,5637,39.041931,117.896187,39.041931,117.896187,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Cargo_x16039_y5606.tif,122,30.5,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,413366470,0.0,28.93,,122.259048,30.508272,0,0,70,0,0,,,Cargo,True,1414,30.508272,122.259048,30.508272,122.259048,0.0
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x26293_y3074.tif,122,30.3,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413366470,0.0,26.580000000000002,,121.761566,30.260992,0,0,70,0,0,,,Cargo,True,3890,30.508272,122.259048,30.327080195991094,121.89452332739421,14729.482127351397
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Cargo_x27677_y1907.tif,122,30.1,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,413366470,0.0,17.32,,121.853699,30.125029,0,0,70,0,0,,,Cargo,True,4736,30.23070157683742,121.70062722494433,30.153317559844986,121.81272166984648,5042.002178745268
S1A_IW_SLC__1SDV_20160511T102500_20160511T102530_011210_010F14_C7E0,Other Type_x19647_y7836.tif,115,22.6,5/11/2016 10:25,5/11/2016 10:25,5/11/2016 10:25,413366590,0.51,9.98,,114.869896,22.570124,0,0,0,0,0,,,Other Type,True,4954,22.570124,114.869896,22.570124,114.869896,0.0
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Cargo_x2084_y7925.tif,119,39.2,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,413366910,0.05,0.0,55.0,119.129929,39.181862,160,24,70,1,64,,,Cargo,True,2513,39.181862,119.129929,39.181862,119.129929,0.0
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x11762_y14974.tif,118,38.9,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,413367000,0.0,12.120000000000001,2.0,117.91925,38.870735,102,21,70,1,43,,,Cargo,True,811,38.870735,117.91925,38.870735,117.91925,0.0
S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1,Cargo_x9842_y12204.tif,118,38.9,6/6/2016 22:12,6/6/2016 22:12,6/6/2016 22:12,413367060,0.01,12.440000000000001,346.0,118.156311,38.923019,178,22,70,1,60,,,Cargo,True,2498,38.923019,118.156311,38.923019,118.156311,0.0
S1A_IW_SLC__1SDV_20160523T102501_20160523T102531_011385_0114CC_3E73,Cargo_x54765_y8304.tif,116,22.8,5/23/2016 10:25,5/23/2016 10:25,5/23/2016 10:25,413367260,0.03,23.490000000000002,,116.073227,22.835613,93,18,70,0,26,,,Cargo,True,5606,22.835613,116.073227,22.835613,116.073227,0.0
S1A_IW_GRDH_1SDV_20151010T221234_20151010T221259_008096_00B5A1_5C25,Cargo_x6126_y15996.tif,118,38.4,10/10/2015 22:12,10/10/2015 22:12,10/10/2015 22:12,413370000,0.01,6.0600000000000005,297.0,118.459251,38.363567,149,22,70,1,82,,,Cargo,True,281,38.36356704600653,118.45925100622914,38.363567006134204,118.45925100083055,0.0006859245400109607
S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2,Cargo_x10566_y13778.tif,118,39.0,4/19/2016 22:12,4/19/2016 22:12,4/19/2016 22:12,413370000,0.0,18.19,346.0,118.079697,38.9589,149,22,70,1,56,,,Cargo,True,1933,38.36356704447298,118.4592510060215,38.799790969569614,118.18113682343558,19751.294577474222
S1A_IW_SLC__1SDV_20150914T102506_20150914T102536_007710_00AB4B_29F8,Tanker_x65495_y5129.tif,116,22.8,9/14/2015 10:25,9/14/2015 10:25,9/14/2015 10:25,413370640,0.43,6.95,79.0,116.424789,22.83433,124,16,80,0,45,,,Tanker,True,3049,22.83433,116.424789,22.83433,116.424789,0.0
S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15,Cargo_x7596_y1398.tif,122,28.7,10/18/2016 9:54,10/18/2016 9:54,10/18/2016 9:54,413370760,0.0,18.8,88.0,121.766998,28.653667,111,18,70,1,56,,,Cargo,True,2990,28.653667,121.766998,28.653667,121.766998,0.0
S1A_IW_SLC__1SDV_20150925T094621_20150925T094649_007870_00AF94_3E64,Cargo_x966_y2658.tif,123,30.8,9/25/2015 9:46,9/25/2015 9:46,9/25/2015 9:46,413370760,0.0,35.5,61.0,122.606499,30.767,111,18,70,1,56,,,Cargo,True,3170,28.653667,121.766998,30.2021893986637,122.3821334766147,66382.04848730801
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Tanker_x21009_y6931.tif,121,30.7,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413370860,0.0,34.6,102.0,121.4505,30.705549,95,15,82,1,54,2646.0,3781.0,Tanker,True,3884,30.705549,121.4505,30.705549,121.4505,0.0
S1A_IW_SLC__1SDV_20160405T102459_20160405T102529_010685_00FED5_4707,Tanker_x14217_y5850.tif,115,22.3,4/5/2016 10:24,4/5/2016 10:25,4/5/2016 10:24,413370870,0.06999999999999999,31.25,76.0,114.714104,22.284201,118,17,80,0,66,4891.0,7022.0,Tanker,True,4470,22.284201,114.714104,22.284201,114.714104,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Tanker_x15410_y4856.tif,121,30.6,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413370970,0.0,23.79,55.0,121.245064,30.577477,91,13,84,1,50,2254.0,3184.0,Tanker,True,5073,30.577477,121.245064,30.577477,121.245064,0.0
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Tanker_x14802_y6301.tif,121,30.6,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,413371050,0.01,13.969999999999999,239.0,121.22319,30.587666,91,13,82,1,50,2252.0,3175.0,Tanker,True,4537,30.587666,121.22319,30.587666,121.22319,0.0
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Tanker_x33297_y186.tif,122,29.9,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413371110,0.03,23.18,316.0,122.106644,29.94795,99,14,80,1,61,,,Tanker,True,3654,29.94795,122.106644,29.94795,122.106644,0.0
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Tanker_x32959_y11116.tif,122,31.3,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413371120,0.27999999999999997,19.919999999999998,220.0,121.807289,31.297186,124,18,80,0,45,,,Tanker,True,3805,31.297186,121.807289,31.297186,121.807289,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x29850_y10413.tif,122,31.4,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413371190,0.01,2.1399999999999997,328.0,121.677269,31.359882,88,15,70,1,41,,,Cargo,True,5115,31.359882,121.677269,31.359882,121.677269,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x28805_y10574.tif,122,31.4,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413371210,0.89,30.05,141.0,121.6306,31.3675,88,15,70,0,42,,,Cargo,True,5108,31.3675,121.6306,31.3675,121.6306,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Tanker_x9632_y9268.tif,122,30.7,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,413371370,0.9800000000000001,28.8,281.0,121.5336,30.732283,95,15,82,0,54,2646.0,3697.0,Tanker,True,1273,30.732283,121.5336,30.732283,121.5336,0.0
S1A_IW_SLC__1SDV_20151020T102506_20151020T102536_008235_00B97C_35E5,Tanker_x8135_y5860.tif,114,22.6,10/20/2015 10:25,10/20/2015 10:25,10/20/2015 10:25,413373420,0.0,29.060000000000002,,114.403572,22.576096,126,19,80,0,63,,,Tanker,True,3421,22.576096,114.403572,22.576096,114.403572,0.0
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Cargo_x49981_y6520.tif,123,30.8,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413373490,0.01,16.77,260.0,122.546486,30.823242,153,22,70,1,83,11098.0,17851.0,Cargo,True,3663,30.82324204429744,122.54648601554452,30.823242005906327,122.5464860020726,0.0006859256598194954
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x41344_y8593.tif,122,31.2,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413373490,0.9,30.389999999999997,305.0,122.153091,31.194691,153,22,70,0,83,11098.0,17851.0,Cargo,True,5159,30.82324204282086,122.54648601502636,31.095417336611366,122.25822997951707,14898.639854472116
S1A_IW_SLC__1SDV_20160116T095420_20160116T095447_009518_00DD1D_34CF,Cargo_x52398_y6106.tif,123,30.8,1/16/2016 9:54,1/16/2016 9:54,1/16/2016 9:54,413373510,0.02,20.78,328.0,122.641495,30.784496,153,22,70,1,50,11098.0,17851.0,Cargo,True,3668,30.784496,122.641495,30.784496,122.641495,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Tanker_x8625_y9227.tif,121,30.7,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,413373780,0.05,16.5,233.0,121.42942,30.715433,95,15,82,1,54,2646.0,3785.0,Tanker,True,1275,30.715433,121.42942,30.715433,121.42942,0.0
S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C,Cargo_x12811_y14510.tif,122,31.3,3/28/2016 9:54,3/28/2016 9:54,3/28/2016 9:54,413373870,0.8800000000000001,13.9,,121.756958,31.261066,70,13,79,0,460,,,Cargo,True,1323,31.261066,121.756958,31.261066,121.756958,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x13112_y4894.tif,121,30.6,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413374420,0.0,15.38,,121.1483,30.566563,113,16,70,1,57,,,Cargo,True,5060,30.566563,121.1483,30.566563,121.1483,0.0
S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A,Cargo_x5693_y11520.tif,119,38.9,5/13/2016 22:12,5/13/2016 22:12,5/13/2016 22:12,413374480,0.0,7.0,94.0,118.64193,38.918167,147,21,70,1,46,,,Cargo,True,1998,38.918167,118.64193,38.918167,118.64193,0.0
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Cargo_x53184_y11026.tif,123,31.6,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413374510,1.27,17.880000000000003,172.0,122.514534,31.562485,140,20,70,0,60,,,Cargo,True,5204,31.562485,122.514534,31.562485,122.514534,0.0
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,Cargo_x11110_y14398.tif,118,38.7,8/17/2016 22:12,8/17/2016 22:13,8/17/2016 22:12,413374760,0.0,8.53,218.0,117.967278,38.746128,97,16,70,1,59,,,Cargo,True,2980,38.746128,117.967278,38.746128,117.967278,0.0
S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929,Cargo_x5594_y14365.tif,119,38.7,8/17/2016 22:12,8/17/2016 22:13,8/17/2016 22:12,413374940,0.82,30.810000000000002,243.0,118.591637,38.658134,97,16,70,0,58,,,Cargo,True,2864,38.658134,118.591637,38.658134,118.591637,0.0
S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A,Cargo_x7534_y16656.tif,118,38.5,5/13/2016 22:12,5/13/2016 22:12,5/13/2016 22:12,413375000,0.0,10.4,143.0,118.323486,38.486568,225,32,70,1,125,39385.0,75300.0,Cargo,True,2034,38.486568,118.323486,38.486568,118.323486,0.0
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Cargo_x9889_y12602.tif,118,38.9,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,413375000,0.99,13.0,129.0,118.14183,38.892082,225,32,70,0,125,39385.0,75300.0,Cargo,True,2666,38.486568,118.323486,38.7837040935412,118.19037948775056,12763.62978059193
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Tanker_x39619_y3180.tif,122,30.5,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413375070,0.02,10.24,34.0,122.228134,30.517084,85,13,80,1,55,,,Tanker,True,5391,30.517084,122.228134,30.517084,122.228134,0.0
S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1,Cargo_x11144_y14629.tif,118,38.7,6/30/2016 22:12,6/30/2016 22:12,6/30/2016 22:12,413375220,0.0,34.010000000000005,123.0,117.957863,38.725708,106,16,70,1,32,,,Cargo,True,2697,38.725708,117.957863,38.725708,117.957863,0.0
S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5,Cargo_x9453_y13628.tif,118,39.0,2/19/2016 22:12,2/19/2016 22:12,2/19/2016 22:12,413375290,0.01,3.35,311.0,118.210075,38.954754,135,19,70,1,48,,,Cargo,True,726,38.954754046186004,118.21007500347655,38.95475400615813,118.21007500046355,0.0006859251338716838
S1A_IW_SLC__1SDV_20160304T095420_20160304T095447_010218_00F169_EF1C,Cargo_x52743_y7911.tif,123,31.0,3/4/2016 9:54,3/4/2016 9:54,3/4/2016 9:54,413375290,0.02,33.019999999999996,195.0,122.608429,31.009476,135,19,70,1,70,,,Cargo,True,4065,38.95475404464647,118.21007500336066,33.132935611041376,121.43292236392713,260800.37328303265
S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA,Cargo_x9314_y14369.tif,118,38.9,1/2/2016 22:12,1/2/2016 22:12,1/2/2016 22:12,413375320,0.01,23.35,85.0,118.211449,38.886082,114,18,70,1,52,,,Cargo,True,412,38.88608204247599,118.21144902355745,38.88608200566347,118.211449003141,0.0006859253994487575
S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054,Cargo_x4179_y12420.tif,119,38.8,5/25/2016 22:12,5/25/2016 22:12,5/25/2016 22:12,413375320,1.21,27.52,274.0,118.793999,38.809116,114,18,70,0,52,,,Cargo,True,2245,38.88608204106013,118.2114490227722,38.82968598870204,118.63830635575204,13680.96060714739
S1A_IW_SLC__1SDV_20160421T095421_20160421T095448_010918_0105DD_E9F8,Tanker_x25979_y2304.tif,122,30.2,4/21/2016 9:54,4/21/2016 9:54,4/21/2016 9:54,413375470,0.0,25.74,332.0,121.777657,30.163874,132,19,81,1,76,7041.0,11139.0,Tanker,True,4746,30.163874,121.777657,30.163874,121.777657,0.0
S1A_IW_SLC__1SDV_20160429T102500_20160429T102530_011035_01098C_EF0D,Tanker_x5178_y5039.tif,114,22.1,4/29/2016 10:25,4/29/2016 10:25,4/29/2016 10:25,413375470,0.89,9.09,94.0,114.372444,22.121511,132,19,81,0,76,7041.0,11139.0,Tanker,True,4782,30.163874,121.777657,24.27091759242762,116.35156551447662,313098.8720207982
S1A_IW_SLC__1SDV_20160515T095425_20160515T095452_011268_0110F6_EE88,Tanker_x40333_y7516.tif,122,31.1,5/15/2016 9:54,5/15/2016 9:54,5/15/2016 9:54,413375480,0.85,28.4,285.0,122.144402,31.0555,115,18,82,0,68,5205.0,8246.0,Tanker,True,5147,31.0555,122.144402,31.0555,122.144402,0.0
